audio,multi_emotion
flagship_a_28167.wav,슬픔 안타까움 괴로움
studio_a_06119.wav,중립
drama_a_27326.wav,당황
drama_a_47186.wav,기쁨 즐거움
drama_a_61946.wav,기쁨 즐거움
drama_a_59726.wav,불안 싫음
flagship_a_36796.wav,중립
studio_a_08159.wav,중립
drama_a_16286.wav,중립
drama_a_48476.wav,당황
drama_a_41306.wav,슬픔
drama_a_57746.wav,안타까움
flagship_a_27956.wav,바람
drama_a_42101.wav,불안
drama_a_22256.wav,놀람
flagship_a_43699.wav,행복 기쁨 즐거움 만족
flagship_a_13084.wav,즐거움 만족
studio_a_07934.wav,싫음 짜증남
drama_a_29831.wav,당황 놀람
drama_a_17381.wav,당황
flagship_a_28316.wav,당황 놀람
studio_a_03839.wav,싫음 짜증남
studio_a_03645.wav,싫음 짜증남
studio_a_00300.wav,안타까움
drama_a_61466.wav,당황
flagship_a_42243.wav,기쁨 즐거움
drama_a_13391.wav,안타까움 싫음
flagship_a_05658.wav,중립
drama_a_22661.wav,놀람
drama_a_63626.wav,만족
flagship_a_43353.wav,당황 놀람
drama_a_32621.wav,기쁨 즐거움
flagship_a_23002.wav,안타까움
flagship_a_00001.wav,당황
flagship_a_16354.wav,당황
drama_a_52316.wav,당황
drama_a_32291.wav,불안
drama_a_48117.wav,싫음 짜증남 분노
drama_a_06387.wav,중립
drama_a_53532.wav,중립
flagship_a_28812.wav,싫음 짜증남 분노
drama_a_53322.wav,싫음 짜증남 분노
drama_a_47382.wav,안타까움
drama_a_49977.wav,슬픔 안타까움 괴로움
studio_a_04410.wav,행복 기쁨 즐거움
drama_a_25496.wav,안타까움 불안
drama_a_54461.wav,안타까움
flagship_a_14255.wav,중립
flagship_a_25765.wav,중립
flagship_a_00602.wav,실망 미워함
drama_a_55451.wav,즐거움 만족
flagship_a_03287.wav,당황
studio_a_04814.wav,놀람
drama_a_41711.wav,당황
flagship_a_05583.wav,슬픔 괴로움
flagship_a_34965.wav,싫음
flagship_a_23918.wav,중립
drama_a_35366.wav,싫음
drama_a_49001.wav,당황
drama_a_30101.wav,즐거움 설렘 만족
drama_a_53636.wav,즐거움 만족
flagship_a_25134.wav,싫음
flagship_a_39377.wav,중립
drama_a_45461.wav,만족
studio_a_05204.wav,두려움 싫음
drama_a_28151.wav,당황 싫음
flagship_a_14764.wav,중립
drama_a_17681.wav,중립
drama_a_52811.wav,놀람
drama_a_52436.wav,싫음 미워함 짜증남
drama_a_09447.wav,행복 기쁨 즐거움
studio_a_00569.wav,당황 짜증남
drama_a_22886.wav,기쁨 즐거움
flagship_a_09828.wav,중립
flagship_a_01712.wav,중립
drama_a_40721.wav,즐거움
drama_a_48686.wav,미워함
drama_a_36461.wav,불안
flagship_a_07278.wav,슬픔 당황
studio_a_01499.wav,싫음 짜증남
drama_a_43841.wav,즐거움
flagship_a_09108.wav,불안
flagship_a_03047.wav,즐거움
flagship_a_17435.wav,슬픔 안타까움 괴로움
flagship_a_38626.wav,싫음
flagship_a_08208.wav,중립
flagship_a_39754.wav,중립
studio_a_05369.wav,당황
drama_a_36551.wav,중립
drama_a_29411.wav,중립
flagship_a_04217.wav,싫음 짜증남 분노
drama_a_24806.wav,안타까움
flagship_a_41628.wav,중립
flagship_a_43578.wav,슬픔
flagship_a_43098.wav,중립
studio_a_06284.wav,슬픔
studio_a_04274.wav,싫음
drama_a_35231.wav,싫음 짜증남
studio_a_06374.wav,불안 당황
flagship_a_37621.wav,안타까움
drama_a_42341.wav,안타까움
flagship_a_44433.wav,중립
flagship_a_21201.wav,중립
drama_a_46961.wav,중립
drama_a_56682.wav,싫음 짜증남
flagship_a_28061.wav,중립
flagship_a_12574.wav,싫음
flagship_a_16519.wav,중립
flagship_a_19160.wav,중립
studio_a_03149.wav,싫음
drama_a_06747.wav,중립
flagship_a_34620.wav,싫음 짜증남
studio_a_00734.wav,자신감
flagship_a_38506.wav,중립
flagship_a_11824.wav,중립
flagship_a_10864.wav,중립
studio_a_00629.wav,싫음
drama_a_27551.wav,중립
flagship_a_18754.wav,싫음 짜증남
flagship_a_19910.wav,안타까움
flagship_a_06408.wav,중립
drama_a_26081.wav,중립
drama_a_52391.wav,싫음
flagship_a_44959.wav,싫음 지루함
drama_a_62006.wav,짜증남 바람
drama_a_17321.wav,중립
drama_a_62067.wav,중립
drama_a_28601.wav,중립
drama_a_39671.wav,슬픔 괴로움
drama_a_59861.wav,싫음 짜증남
flagship_a_08103.wav,안타까움
flagship_a_20074.wav,중립
flagship_a_36556.wav,중립
drama_a_43797.wav,중립
drama_a_62486.wav,즐거움 만족
drama_a_23876.wav,싫음 미워함
flagship_a_04443.wav,안타까움
flagship_a_42048.wav,중립
flagship_a_04698.wav,중립
drama_a_16991.wav,즐거움
drama_a_23711.wav,중립
flagship_a_25974.wav,행복 즐거움
drama_a_44321.wav,싫음 분노
flagship_a_05793.wav,만족
flagship_a_43473.wav,중립
flagship_a_43143.wav,중립
drama_a_41486.wav,중립
flagship_a_41898.wav,괴로움 싫음 짜증남
drama_a_44651.wav,기쁨 사랑 즐거움
studio_a_00014.wav,즐거움
drama_a_40961.wav,즐거움
drama_a_59666.wav,즐거움
drama_a_48581.wav,중립
studio_a_06584.wav,놀람
drama_a_59156.wav,당황
drama_a_64571.wav,싫음
drama_a_33581.wav,싫음
flagship_a_01112.wav,중립
drama_a_64181.wav,즐거움
drama_a_60416.wav,만족
studio_a_04904.wav,중립
flagship_a_21216.wav,만족
flagship_a_10068.wav,중립
flagship_a_02042.wav,중립
drama_a_51296.wav,싫음
drama_a_16031.wav,불안
studio_a_00884.wav,싫음 짜증남
studio_a_05534.wav,중립
drama_a_57536.wav,싫음
flagship_a_03962.wav,안타까움
flagship_a_09393.wav,중립
flagship_a_10188.wav,중립
flagship_a_40968.wav,불안
drama_a_54881.wav,기쁨 즐거움
drama_a_56381.wav,싫음 짜증남
flagship_a_36616.wav,즐거움
drama_a_50981.wav,싫음 짜증남
studio_a_01514.wav,싫음 무관심
flagship_a_24143.wav,불안
drama_a_45596.wav,즐거움
drama_a_64811.wav,기쁨 즐거움 홀가분함
flagship_a_31676.wav,짜증남
drama_a_27371.wav,중립
drama_a_52781.wav,중립
drama_a_49661.wav,중립
studio_a_07544.wav,짜증남
drama_a_44936.wav,짜증남
studio_a_07154.wav,당황
drama_a_40451.wav,짜증남 분노
flagship_a_26709.wav,불안
drama_a_29231.wav,중립
drama_a_26171.wav,중립
drama_a_55541.wav,즐거움
drama_a_44531.wav,당황
drama_a_49346.wav,싫음 짜증남 분노
flagship_a_21321.wav,중립
flagship_a_06888.wav,중립
flagship_a_44133.wav,중립
drama_a_16721.wav,즐거움
studio_a_08954.wav,싫음
drama_a_37136.wav,당황
drama_a_18311.wav,싫음 짜증남 분노
drama_a_48011.wav,당황 싫음
flagship_a_08718.wav,중립
drama_a_30626.wav,당황
flagship_a_16444.wav,싫음 짜증남
studio_a_08969.wav,기쁨 즐거움
drama_a_22556.wav,만족 당황
drama_a_20426.wav,불안 당황
drama_a_27131.wav,당황
drama_a_62726.wav,중립
flagship_a_41178.wav,기쁨 즐거움
drama_a_00026.wav,싫음 짜증남
flagship_a_26529.wav,중립
flagship_a_38462.wav,행복 기쁨 즐거움
studio_a_00075.wav,싫음 짜증남 분노
flagship_a_04442.wav,즐거움
flagship_a_30221.wav,중립
flagship_a_44973.wav,중립
drama_a_58826.wav,즐거움
flagship_a_32820.wav,싫음 짜증남
flagship_a_40189.wav,싫음 짜증남
drama_a_31616.wav,괴로움 후회
flagship_a_07533.wav,즐거움
flagship_a_27639.wav,중립
flagship_a_28871.wav,중립
drama_a_62111.wav,중립
drama_a_63596.wav,중립
drama_a_55137.wav,행복 기쁨 즐거움
drama_a_32546.wav,즐거움 만족
flagship_a_38461.wav,싫음
flagship_a_43878.wav,중립
drama_a_16781.wav,중립
flagship_a_36120.wav,싫음 짜증남
flagship_a_09513.wav,중립
studio_a_02414.wav,중립
flagship_a_16909.wav,기쁨 즐거움
flagship_a_09318.wav,싫음
drama_a_42881.wav,중립
drama_a_07032.wav,분노
flagship_a_06274.wav,중립
drama_a_47082.wav,중립
flagship_a_04602.wav,행복 즐거움
drama_a_39756.wav,두려움 불안
drama_a_22941.wav,즐거움
drama_a_04041.wav,싫음
drama_a_46191.wav,짜증남
drama_a_39381.wav,짜증남
drama_a_53856.wav,중립
drama_a_28686.wav,놀람
flagship_a_17789.wav,짜증남
flagship_a_16019.wav,놀람
drama_a_49775.wav,슬픔 괴로움
drama_a_12666.wav,싫음 짜증남
drama_a_60726.wav,자신감
flagship_a_36941.wav,불안 싫음
flagship_a_06358.wav,실망
drama_a_38261.wav,안타까움
drama_a_56051.wav,당황
drama_a_45041.wav,안타까움
flagship_a_40153.wav,중립
flagship_a_38275.wav,기쁨 즐거움
flagship_a_19408.wav,설렘 만족
flagship_a_43752.wav,싫음
flagship_a_37352.wav,중립
drama_a_43842.wav,행복 기쁨
flagship_a_04107.wav,분노
drama_a_02601.wav,중립
drama_a_46196.wav,싫음
drama_a_52091.wav,즐거움 만족
drama_a_17816.wav,당황 놀람
drama_a_25991.wav,안타까움
drama_a_52286.wav,중립
flagship_a_38851.wav,즐거움
flagship_a_41838.wav,중립
flagship_a_15424.wav,중립
drama_a_31361.wav,당황
flagship_a_42978.wav,즐거움
drama_a_64286.wav,즐거움 당황 놀람
flagship_a_33989.wav,중립
drama_a_37286.wav,놀람
flagship_a_29666.wav,싫음 짜증남
flagship_a_25840.wav,중립
drama_a_41531.wav,중립
drama_a_64106.wav,싫음
flagship_a_24248.wav,싫음 짜증남 분노
drama_a_46361.wav,기쁨 즐거움
flagship_a_41703.wav,즐거움
studio_a_07769.wav,즐거움
flagship_a_15079.wav,중립
flagship_a_42213.wav,중립
drama_a_30701.wav,짜증남
studio_a_08714.wav,싫음
flagship_a_01187.wav,기쁨 즐거움
drama_a_58961.wav,중립
drama_a_58047.wav,중립
drama_a_23141.wav,슬픔
flagship_a_14974.wav,즐거움 만족
flagship_a_17839.wav,안타까움
drama_a_27731.wav,무관심
drama_a_37361.wav,중립
drama_a_56606.wav,불안
flagship_a_35505.wav,싫음 짜증남
flagship_a_02357.wav,당황
drama_a_53021.wav,중립
studio_a_00899.wav,당황 놀람
flagship_a_09123.wav,당황
flagship_a_32594.wav,중립
drama_a_15911.wav,중립
drama_a_59756.wav,당황
drama_a_34136.wav,싫음 짜증남 분노
studio_a_08939.wav,당황 짜증남
flagship_a_26814.wav,중립
drama_a_18326.wav,중립
drama_a_55616.wav,불안
flagship_a_42304.wav,행복 기쁨 즐거움
flagship_a_33240.wav,행복 기쁨 즐거움
drama_a_20682.wav,안타까움 싫음
flagship_a_04713.wav,안타까움
flagship_a_27897.wav,행복 기쁨 만족
flagship_a_16610.wav,싫음 짜증남
flagship_a_31738.wav,중립
drama_a_14817.wav,슬픔 안타까움 괴로움 짜증남 분노
flagship_a_15410.wav,행복 기쁨
flagship_a_15380.wav,안타까움
flagship_a_31002.wav,안타까움 싫음 짜증남
drama_a_35172.wav,슬픔 안타까움 괴로움
flagship_a_33525.wav,즐거움 슬픔 실망
flagship_a_06919.wav,싫음 짜증남
drama_a_14052.wav,싫음 짜증남
drama_a_34632.wav,슬픔 안타까움
flagship_a_14660.wav,중립
drama_a_21762.wav,안타까움 불안
flagship_a_40834.wav,당황
flagship_a_17360.wav,중립
studio_a_09945.wav,중립
flagship_a_20480.wav,중립
flagship_a_35325.wav,중립
drama_a_39896.wav,당황
flagship_a_40008.wav,당황
flagship_a_22821.wav,중립
drama_a_24251.wav,즐거움
studio_a_06194.wav,불안
drama_a_46316.wav,슬픔 실망
flagship_a_35355.wav,미워함
flagship_a_30446.wav,중립
flagship_a_42364.wav,중립
drama_a_64016.wav,놀람
studio_a_02819.wav,기쁨 놀람
drama_a_60341.wav,당황
flagship_a_19084.wav,즐거움 설렘 만족
drama_a_07781.wav,행복 기쁨 즐거움
flagship_a_00857.wav,중립
drama_a_39056.wav,중립
drama_a_21866.wav,당황
studio_a_03929.wav,두려움 불안 당황
drama_a_27401.wav,당황 무관심
drama_a_52421.wav,안타까움
flagship_a_20134.wav,중립
flagship_a_09948.wav,만족
flagship_a_09198.wav,중립
drama_a_33161.wav,불안
flagship_a_21966.wav,안타까움 당황
flagship_a_21921.wav,슬픔 안타까움
drama_a_58631.wav,즐거움 만족
drama_a_55676.wav,고마움 만족
drama_a_53726.wav,중립
drama_a_60536.wav,중립
drama_a_32771.wav,당황
drama_a_30926.wav,당황
flagship_a_11195.wav,싫음 짜증남
drama_a_27536.wav,슬픔 당황
drama_a_30971.wav,안타까움
drama_a_47231.wav,슬픔
flagship_a_06634.wav,싫음 짜증남 분노
drama_a_32426.wav,슬픔 실망
flagship_a_36961.wav,당황
flagship_a_05493.wav,중립
studio_a_09629.wav,중립
flagship_a_05268.wav,중립
flagship_a_20479.wav,즐거움
studio_a_08369.wav,놀람
flagship_a_40458.wav,불안 당황
drama_a_42836.wav,두려움 불안
flagship_a_30926.wav,중립
drama_a_38741.wav,당황
drama_a_29651.wav,행복 기쁨 사랑 즐거움
flagship_a_26169.wav,실망 싫음
drama_a_46541.wav,기쁨 즐거움
studio_a_03944.wav,당황
flagship_a_03512.wav,중립
flagship_a_08388.wav,당황
drama_a_41411.wav,기쁨 사랑
flagship_a_44358.wav,중립
drama_a_48836.wav,자신감 싫음
drama_a_23471.wav,안타까움
flagship_a_14449.wav,싫음
flagship_a_38972.wav,놀람
drama_a_37301.wav,무관심
drama_a_14156.wav,당황
drama_a_22046.wav,당황
flagship_a_27174.wav,싫음 짜증남
studio_a_01304.wav,중립
drama_a_16736.wav,기쁨 즐거움
flagship_a_05448.wav,중립
drama_a_64586.wav,중립
flagship_a_07053.wav,싫음 분노
flagship_a_25479.wav,중립
flagship_a_17225.wav,슬픔 안타까움
drama_a_44816.wav,안타까움
flagship_a_03422.wav,중립
studio_a_02954.wav,싫음
flagship_a_42948.wav,안타까움 싫음
drama_a_29458.wav,행복 기쁨 즐거움 만족
drama_a_12941.wav,미안함 안타까움
drama_a_10061.wav,홀가분함 만족
drama_a_02621.wav,자신감 홀가분함 만족
flagship_a_44495.wav,당황
drama_a_06026.wav,괴로움 싫음 짜증남
drama_a_00371.wav,중립
drama_a_37963.wav,행복 기쁨 즐거움 만족
drama_a_03281.wav,슬픔 외로움 실망 괴로움 싫음
flagship_a_20016.wav,실망 두려움 당황
drama_a_14066.wav,홀가분함 만족
drama_a_02681.wav,당황 싫음
drama_a_03926.wav,싫음 중립
drama_a_13946.wav,행복 기쁨 만족
drama_a_09086.wav,중립
studio_a_02174.wav,기쁨 즐거움
studio_a_06704.wav,불안 당황
flagship_a_28886.wav,중립
flagship_a_39482.wav,중립
studio_a_06224.wav,중립
drama_a_50876.wav,중립
drama_a_51866.wav,싫음 짜증남 분노
flagship_a_21170.wav,싫음 짜증남
drama_a_62265.wav,싫음
drama_a_64140.wav,행복 즐거움
drama_a_63210.wav,불안
flagship_a_12844.wav,놀람
studio_a_01709.wav,싫음
drama_a_60086.wav,즐거움
flagship_a_24098.wav,당황 놀람
drama_a_61020.wav,중립
drama_a_48626.wav,싫음
drama_a_21431.wav,중립
drama_a_64166.wav,안타까움
flagship_a_22521.wav,중립
drama_a_62970.wav,중립
studio_a_03419.wav,기쁨 즐거움
flagship_a_23437.wav,즐거움
studio_a_04199.wav,중립
drama_a_31376.wav,당황
flagship_a_28196.wav,즐거움
drama_a_25661.wav,안타까움
drama_a_29201.wav,즐거움
drama_a_63135.wav,중립
drama_a_32456.wav,당황 놀람
flagship_a_12124.wav,중립
drama_a_62340.wav,당황
drama_a_50966.wav,중립
drama_a_64455.wav,중립
drama_a_62499.wav,두려움 싫음
drama_a_50336.wav,기쁨 즐거움
drama_a_28796.wav,슬픔 불안
flagship_a_02957.wav,중립
flagship_a_03602.wav,중립
drama_a_59145.wav,중립
drama_a_43271.wav,싫음 짜증남
flagship_a_40443.wav,싫음
flagship_a_01592.wav,중립
flagship_a_03572.wav,즐거움 놀람
flagship_a_30176.wav,당황 놀람
drama_a_24761.wav,기쁨 즐거움
drama_a_28946.wav,기쁨 만족
drama_a_56711.wav,당황
flagship_a_02177.wav,당황 놀람
drama_a_59921.wav,안타까움
flagship_a_22806.wav,즐거움
flagship_a_00842.wav,당황
drama_a_37781.wav,즐거움
flagship_a_03392.wav,중립
studio_a_09239.wav,당황 싫음
drama_a_56681.wav,당황 놀람
drama_a_28826.wav,안타까움
flagship_a_09708.wav,중립
flagship_a_08343.wav,중립
flagship_a_16624.wav,중립
drama_a_21161.wav,당황
drama_a_18986.wav,당황
drama_a_62156.wav,실망 싫음 미워함
flagship_a_19684.wav,불안 당황
flagship_a_30506.wav,중립
flagship_a_31767.wav,당황
flagship_a_19804.wav,싫음
studio_a_03089.wav,당황
drama_a_42491.wav,중립
drama_a_28346.wav,중립
flagship_a_31977.wav,고마움 만족
drama_a_45566.wav,짜증남 분노
drama_a_47141.wav,불안 당황
flagship_a_05147.wav,중립
flagship_a_18994.wav,당황
drama_a_16961.wav,즐거움
studio_a_09539.wav,중립
flagship_a_05508.wav,중립
studio_a_06989.wav,불안
drama_a_56171.wav,중립
studio_a_05354.wav,안타까움
flagship_a_39723.wav,중립
flagship_a_38191.wav,중립
flagship_a_02627.wav,중립
drama_a_64751.wav,중립
flagship_a_39317.wav,싫음 미워함 짜증남
flagship_a_20614.wav,당황 짜증남
flagship_a_22356.wav,즐거움
flagship_a_41568.wav,중립
drama_a_14681.wav,기쁨 즐거움
flagship_a_09213.wav,안타까움
flagship_a_06498.wav,중립
flagship_a_25689.wav,중립
drama_a_20366.wav,당황
drama_a_60806.wav,싫음 짜증남 분노
flagship_a_19114.wav,슬픔 바람
drama_a_19871.wav,슬픔 미워함
flagship_a_38942.wav,중립
drama_a_54926.wav,당황
flagship_a_20734.wav,즐거움
drama_a_25811.wav,안타까움
drama_a_57926.wav,싫음 미워함 짜증남
drama_a_44711.wav,당황 놀람
drama_a_00935.wav,불안
drama_a_49721.wav,중립
drama_a_28886.wav,안타까움
flagship_a_26739.wav,싫음
drama_a_25241.wav,중립
drama_a_59951.wav,행복 기쁨 사랑 즐거움
drama_a_16355.wav,불안
drama_a_45986.wav,중립
drama_a_49781.wav,안타까움 당황
flagship_a_34695.wav,당황
flagship_a_07488.wav,중립
drama_a_21806.wav,짜증남
flagship_a_31541.wav,중립
studio_a_09044.wav,싫음 짜증남
flagship_a_30716.wav,중립
studio_a_01214.wav,중립
drama_a_29216.wav,자신감 즐거움
drama_a_56636.wav,슬픔 싫음 미워함
flagship_a_18859.wav,싫음 짜증남
flagship_a_14734.wav,중립
drama_a_58946.wav,즐거움
studio_a_02894.wav,불안 당황
studio_a_10319.wav,슬픔
flagship_a_32474.wav,슬픔 당황
studio_a_04394.wav,싫음 미워함
flagship_a_09018.wav,중립
drama_a_51491.wav,당황
flagship_a_44808.wav,즐거움
studio_a_03809.wav,당황
flagship_a_13684.wav,미워함 억울함
studio_a_07454.wav,당황
studio_a_08534.wav,중립
drama_a_48116.wav,불안 당황
flagship_a_13339.wav,중립
drama_a_31451.wav,행복 기쁨 즐거움 설렘
drama_a_29741.wav,중립
drama_a_20126.wav,중립
flagship_a_12379.wav,싫음 짜증남
drama_a_16751.wav,기쁨 즐거움
flagship_a_24278.wav,중립
flagship_a_01457.wav,싫음 억울함
flagship_a_13594.wav,당황
flagship_a_11809.wav,중립
flagship_a_34200.wav,싫음
flagship_a_03662.wav,중립
flagship_a_38131.wav,만족
drama_a_11336.wav,중립
drama_a_35471.wav,두려움 불안 당황
studio_a_04687.wav,당황 짜증남
flagship_a_15544.wav,중립
drama_a_22076.wav,중립
drama_a_64391.wav,당황
flagship_a_31326.wav,불안 싫음
drama_a_13099.wav,중립
drama_a_15851.wav,불안
drama_a_39696.wav,슬픔
flagship_a_09868.wav,불안
drama_a_03221.wav,슬픔 실망
drama_a_05366.wav,만족
drama_a_04526.wav,중립
drama_a_07526.wav,자신감 만족
drama_a_13571.wav,싫음 바람
drama_a_39081.wav,슬픔 괴로움
flagship_a_40603.wav,기쁨 즐거움
flagship_a_02712.wav,싫음 짜증남
flagship_a_09853.wav,실망 놀람
drama_a_34335.wav,싫음 짜증남
studio_a_10029.wav,놀람
drama_a_36195.wav,중립
drama_a_17441.wav,중립
drama_a_18221.wav,안타까움
flagship_a_18124.wav,중립
flagship_a_13879.wav,당황
drama_a_34155.wav,짜증남
studio_a_00669.wav,싫음 짜증남
drama_a_38070.wav,행복 기쁨
flagship_a_19379.wav,즐거움
drama_a_38835.wav,싫음 분노
drama_a_13871.wav,기쁨 즐거움 만족
drama_a_05276.wav,실망 당황 중립
drama_a_37950.wav,안타까움 싫음
drama_a_31515.wav,지루함 짜증남
drama_a_05171.wav,만족 싫음
drama_a_31440.wav,당황
drama_a_32235.wav,당황 짜증남 놀람
drama_a_38430.wav,중립
drama_a_09161.wav,자신감 홀가분함 만족
drama_a_35625.wav,안타까움 불안
drama_a_37770.wav,싫음 짜증남
drama_a_38985.wav,싫음
drama_a_38610.wav,슬픔 안타까움
drama_a_31245.wav,짜증남 분노
drama_a_35580.wav,싫음 짜증남
drama_a_36026.wav,중립
drama_a_29910.wav,중립
drama_a_53621.wav,즐거움
drama_a_36420.wav,싫음 짜증남 분노
drama_a_36675.wav,슬픔 안타까움
drama_a_02561.wav,당황 바람
drama_a_58781.wav,당황 미워함 짜증남
flagship_a_31211.wav,즐거움
drama_a_34140.wav,중립
drama_a_35340.wav,중립
drama_a_53066.wav,만족 슬픔 안타까움
flagship_a_03302.wav,불안 당황
flagship_a_20164.wav,중립
drama_a_35655.wav,중립
drama_a_42366.wav,싫음
flagship_a_25444.wav,중립
drama_a_10991.wav,자신감 싫음
flagship_a_10859.wav,불안
drama_a_33066.wav,중립
drama_a_32631.wav,싫음
drama_a_53721.wav,불안 당황
drama_a_38295.wav,중립
drama_a_33315.wav,중립
drama_a_30426.wav,분노 억울함
flagship_a_40273.wav,행복
drama_a_02511.wav,중립
drama_a_38040.wav,당황
drama_a_38910.wav,슬픔 안타까움
drama_a_31575.wav,싫음 짜증남
drama_a_11961.wav,실망
drama_a_30135.wav,중립
drama_a_30216.wav,싫음 짜증남
drama_a_31830.wav,안타까움 실망
drama_a_19271.wav,당황
drama_a_29265.wav,중립
flagship_a_39392.wav,싫음 짜증남
drama_a_56261.wav,슬픔 후회
flagship_a_24383.wav,중립
drama_a_43556.wav,불안
drama_a_27431.wav,즐거움 만족
drama_a_45866.wav,불안 당황
drama_a_50141.wav,불안 당황
flagship_a_20099.wav,괴로움
drama_a_57941.wav,안타까움
flagship_a_32969.wav,중립
drama_a_55691.wav,즐거움 홀가분함 만족
drama_a_28316.wav,슬픔 무관심
studio_a_08204.wav,만족 놀람
flagship_a_37291.wav,중립
studio_a_05159.wav,당황
drama_a_38456.wav,중립
drama_a_23021.wav,기쁨 사랑
studio_a_04674.wav,놀람
drama_a_53381.wav,싫음 분노
flagship_a_09588.wav,중립
flagship_a_20434.wav,당황
drama_a_31106.wav,싫음 짜증남 분노
flagship_a_38957.wav,중립
flagship_a_09333.wav,중립
flagship_a_26829.wav,싫음 분노
flagship_a_17119.wav,중립
flagship_a_15994.wav,싫음
flagship_a_29081.wav,불안
drama_a_56441.wav,싫음 놀람
flagship_a_09993.wav,중립
drama_a_29021.wav,즐거움
drama_a_29835.wav,지루함
drama_a_22316.wav,중립
drama_a_33270.wav,슬픔 안타까움
drama_a_33555.wav,슬픔 안타까움
flagship_a_07863.wav,중립
drama_a_32820.wav,싫음
drama_a_33855.wav,중립
drama_a_15746.wav,실망 괴로움 후회 싫음 짜증남
drama_a_05096.wav,두려움 싫음 억울함
drama_a_62276.wav,슬픔 안타까움
drama_a_05051.wav,싫음 분노
flagship_a_15229.wav,중립
flagship_a_34697.wav,중립
drama_a_05141.wav,싫음
drama_a_10376.wav,중립
drama_a_11713.wav,행복 기쁨 즐거움 만족
drama_a_09401.wav,미안함 괴로움 후회
drama_a_51206.wav,슬픔 미워함
drama_a_27266.wav,싫음 짜증남
drama_a_11741.wav,당황 바람
drama_a_05786.wav,중립
flagship_a_44463.wav,중립
flagship_a_34875.wav,만족
drama_a_26321.wav,싫음 미워함
drama_a_38081.wav,당황 놀람
flagship_a_00917.wav,중립
studio_a_06209.wav,당황 놀람
flagship_a_25554.wav,즐거움
drama_a_34016.wav,슬픔
drama_a_33731.wav,싫음
flagship_a_00063.wav,안타까움 중립
drama_a_62816.wav,안타까움
flagship_a_17674.wav,놀람
drama_a_38531.wav,중립
flagship_a_24023.wav,안타까움
flagship_a_22913.wav,당황
drama_a_09598.wav,중립
drama_a_08111.wav,당황 억울함
drama_a_13601.wav,불안 바람
flagship_a_13204.wav,당황 놀람
flagship_a_24789.wav,싫음
flagship_a_31721.wav,중립
drama_a_48041.wav,중립
studio_a_00419.wav,기쁨 즐거움
drama_a_25196.wav,슬픔 괴로움
drama_a_63401.wav,설렘 만족
flagship_a_35655.wav,즐거움
flagship_a_14794.wav,싫음
flagship_a_03467.wav,싫음
drama_a_16391.wav,만족
drama_a_45926.wav,실망 미워함
drama_a_50471.wav,당황 놀람
drama_a_24146.wav,자신감
studio_a_08219.wav,놀람
drama_a_13676.wav,괴로움 두려움 불안
drama_a_48791.wav,사랑 슬픔 미안함
drama_a_29863.wav,홀가분함 만족
drama_a_39686.wav,당황 싫음 분노
drama_a_60731.wav,싫음 짜증남
studio_a_00119.wav,당황 놀람
studio_a_01274.wav,싫음
drama_a_60611.wav,기쁨 즐거움 설렘
flagship_a_06078.wav,불안 당황
studio_a_06389.wav,싫음 짜증남
flagship_a_32022.wav,놀람
drama_a_27913.wav,중립
flagship_a_20704.wav,싫음 미워함
flagship_a_30491.wav,중립
drama_a_13901.wav,놀람
drama_a_19421.wav,당황
flagship_a_35940.wav,행복 기쁨 즐거움
drama_a_44891.wav,안타까움 당황
drama_a_28106.wav,만족
drama_a_11816.wav,실망 짜증남
drama_a_28091.wav,안타까움
studio_a_02354.wav,놀람
flagship_a_44073.wav,싫음 미워함
flagship_a_28631.wav,싫음
flagship_a_42663.wav,중립
drama_a_09776.wav,싫음
studio_a_07064.wav,중립
drama_a_26383.wav,불안 싫음
drama_a_16301.wav,안타까움
drama_a_11936.wav,싫음
drama_a_57716.wav,중립
flagship_a_04877.wav,기쁨 즐거움
flagship_a_35430.wav,슬픔 불안
drama_a_54311.wav,기쁨 즐거움
drama_a_16886.wav,기쁨 만족
flagship_a_00437.wav,당황
drama_a_17756.wav,만족
flagship_a_38491.wav,안타까움
flagship_a_10579.wav,즐거움
flagship_a_16084.wav,당황
drama_a_48266.wav,그리움 슬픔
flagship_a_39978.wav,즐거움
drama_a_14231.wav,당황
drama_a_08651.wav,기쁨 고마움 홀가분함 만족
drama_a_11321.wav,기쁨 즐거움 만족
studio_a_00061.wav,실망 싫음 짜증남
drama_a_06821.wav,만족 싫음
drama_a_00116.wav,미안함 두려움 불안
drama_a_04046.wav,슬픔 괴로움
drama_a_55048.wav,실망 억울함
drama_a_08561.wav,기쁨 즐거움 만족
drama_a_60133.wav,당황 억울함
flagship_a_41713.wav,불안
drama_a_13511.wav,홀가분함 만족
drama_a_51658.wav,분노 억울함
drama_a_31080.wav,슬픔 안타까움
drama_a_33630.wav,슬픔 안타까움 괴로움
drama_a_30720.wav,행복 기쁨 즐거움
drama_a_35925.wav,중립
drama_a_14996.wav,행복 기쁨 즐거움 설렘
drama_a_29745.wav,중립
drama_a_01001.wav,싫음 짜증남
drama_a_04676.wav,기쁨 고마움 홀가분함 만족
drama_a_01436.wav,자신감 홀가분함 만족
drama_a_12641.wav,중립 바람
drama_a_31950.wav,중립
drama_a_04346.wav,슬픔 후회
drama_a_36405.wav,불안 당황
drama_a_38415.wav,당황 놀람
